"","Cust_id","Freq","Recency","last_trans","Monetary Value","R_Score","F_Score","M_Score","M_SCORE","Segments"
"1614","14524",6,15,"2011-11-08",1867.68,3,3,3,3,"Need Attention"
"1615","14525",9,13,"2011-11-20",4262.72,4,4,5,5,"Champions"
"1616","14527",54,11,"2011-12-07",8062.05,5,5,5,5,"Champions"
"1618","14529",3,19,"2011-10-10",620.04,2,1,1,1,"About to Sleep"
"1619","14530",6,14,"2011-11-14",2925.91,3,3,4,4,"About to Sleep"
"1620","14532",4,44,"2011-04-17",932.85,1,2,2,2,"Hibernating"
"1621","14533",6,14,"2011-11-15",1926.32,3,3,3,3,"Need Attention"
"1622","14534",18,11,"2011-12-07",4245.27,5,5,5,5,"Champions"
"1623","14535",3,19,"2011-10-10",2864.19,2,1,4,4,"About to Sleep"
"1628","14540",3,12,"2011-11-30",996.26,4,1,2,2,"Promising Customers"
"1629","14541",7,19,"2011-10-12",1461.65,2,4,3,3,"About to Sleep"
"1631","14543",15,14,"2011-11-11",3347.12,3,5,4,4,"Loyal Customers"
"1633","14546",5,11,"2011-12-04",2502.02,5,3,4,4,"About to Sleep"
"1634","14547",8,11,"2011-12-06",3986.74,5,4,5,5,"Champions"
"1640","14553",4,13,"2011-11-20",859.27,4,2,2,2,"Promising Customers"
"1641","14554",4,12,"2011-11-29",2381.04,4,2,4,4,"Potential Customers"
"1644","14560",20,11,"2011-12-02",2237.77,5,5,4,4,"Champions"
"1645","14561",3,21,"2011-09-25",1080.76,1,1,2,2,"Hibernating"
"1646","14562",17,11,"2011-12-06",4709.22,5,5,5,5,"Champions"
"1647","14565",4,24,"2011-09-05",3084.27,1,2,4,4,"About to Sleep"
"1652","14572",7,11,"2011-12-06",2803.69,5,4,4,4,"Champions"
"1653","14573",8,36,"2011-06-13",1603.72,1,4,3,3,"About to Sleep"
"1655","14577",4,12,"2011-11-27",859.71,4,2,2,2,"Promising Customers"
"1659","14583",5,11,"2011-12-04",1052.55,5,3,2,2,"About to Sleep"
"1660","14584",4,35,"2011-06-23",1042.26,1,2,2,2,"Hibernating"
"1663","14587",9,13,"2011-11-21",1598.24,4,4,3,3,"About to Sleep"
"1666","14592",3,15,"2011-11-04",570.46,3,1,1,1,"Promising Customers"
"1669","14595",6,13,"2011-11-20",1740.6,4,3,3,3,"About to Sleep"
"1675","14606",88,11,"2011-12-08",11818.28,5,5,5,5,"Champions"
"1676","14607",6,13,"2011-11-24",11375.8,4,3,5,5,"About to Sleep"
"1677","14608",4,11,"2011-12-05",1785.15,5,2,3,3,"About to Sleep"
"1678","14609",4,21,"2011-09-28",601.56,1,2,1,1,"About to Sleep"
"1679","14616",3,45,"2011-04-11",406.08,1,1,1,1,"Lost Customers"
"1680","14618",3,12,"2011-11-30",553.44,4,1,1,1,"Promising Customers"
"1683","14621",5,11,"2011-12-08",1788.36,5,3,3,3,"About to Sleep"
"1685","14623",5,15,"2011-11-07",889.25,3,3,2,2,"Need Attention"
"1688","14626",4,14,"2011-11-16",2791.27,3,2,4,4,"Potential Customers"
"1692","14631",3,18,"2011-10-20",1006.98,2,1,2,2,"About to Sleep"
"1697","14639",4,18,"2011-10-18",2984.49,2,2,4,4,"About to Sleep"
"1698","14640",6,14,"2011-11-15",2125.08,3,3,3,3,"Need Attention"
"1704","14646",45,11,"2011-12-08",280161.02,5,5,5,5,"Champions"
"1706","14649",3,11,"2011-12-05",1417.29,5,1,3,3,"About to Sleep"
"1709","14653",6,11,"2011-12-08",1947.55,5,3,3,3,"About to Sleep"
"1710","14655",4,12,"2011-12-01",1932.23,4,2,3,3,"Potential Customers"
"1712","14657",4,13,"2011-11-22",838.27,4,2,1,1,"Promising Customers"
"1714","14659",9,12,"2011-12-01",2456.53,4,4,4,4,"Champions"
"1717","14662",4,14,"2011-11-11",771.17,3,2,1,1,"Promising Customers"
"1719","14665",3,23,"2011-09-11",1276.18,1,1,2,2,"Hibernating"
"1721","14667",23,12,"2011-11-29",9231.2,4,5,5,5,"Champions"
"1725","14673",5,11,"2011-12-06",1736.4,5,3,3,3,"About to Sleep"
"1727","14676",6,15,"2011-11-08",2548.24,3,3,4,4,"About to Sleep"
"1729","14680",16,14,"2011-11-14",26932.34,3,5,5,5,"Loyal Customers"
"1732","14684",5,14,"2011-11-14",1236.28,3,3,2,2,"Need Attention"
"1734","14688",20,11,"2011-12-02",5502.23,5,5,5,5,"Champions"
"1737","14691",4,15,"2011-11-09",2114.33,3,2,3,3,"Need Attention"
"1738","14692",4,30,"2011-07-25",591.55,1,2,1,1,"About to Sleep"
"1740","14696",7,11,"2011-12-05",2078.95,5,4,3,3,"About to Sleep"
"1742","14698",5,11,"2011-12-08",1250.76,5,3,2,2,"About to Sleep"
"1744","14700",3,15,"2011-11-07",2235.3,3,1,4,4,"Potential Customers"
"1745","14701",7,12,"2011-11-29",2486.22,4,4,4,4,"Champions"
"1746","14702",17,11,"2011-12-08",3250.64,5,5,4,4,"Champions"
"1748","14704",9,12,"2011-11-28",1546.91,4,4,3,3,"About to Sleep"
"1750","14708",3,11,"2011-12-07",1126.37,5,1,2,2,"About to Sleep"
"1751","14709",12,13,"2011-11-24",4921.04,4,5,5,5,"Champions"
"1752","14710",4,12,"2011-11-25",606.13,4,2,1,1,"Promising Customers"
"1753","14711",11,12,"2011-11-29",2838.2,4,5,4,4,"Champions"
"1754","14712",3,15,"2011-11-10",917.07,3,1,2,2,"Promising Customers"
"1755","14713",11,12,"2011-11-30",2664.26,4,5,4,4,"Champions"
"1757","14715",4,14,"2011-11-15",867.38,3,2,2,2,"Need Attention"
"1759","14719",5,11,"2011-12-08",1592.18,5,3,3,3,"About to Sleep"
"1760","14720",3,11,"2011-12-04",663.81,5,1,1,1,"Recent Customers"
"1762","14723",5,12,"2011-11-29",1158.3,4,3,2,2,"About to Sleep"
"1766","14730",7,11,"2011-12-08",2005.06,5,4,3,3,"About to Sleep"
"1767","14731",3,17,"2011-10-23",380.02,2,1,1,1,"About to Sleep"
"1768","14732",8,12,"2011-12-01",2702.49,4,4,4,4,"Champions"
"1769","14733",12,13,"2011-11-23",9488.69,4,5,5,5,"Champions"
"1770","14735",20,11,"2011-12-06",6065.69,5,5,5,5,"Champions"
"1771","14737",3,11,"2011-12-06",1164.55,5,1,2,2,"About to Sleep"
"1772","14738",7,16,"2011-10-28",1314.45,2,4,2,2,"About to Sleep"
"1773","14739",7,11,"2011-12-05",3902.28,5,4,5,5,"Champions"
"1774","14740",3,39,"2011-05-26",1448.21,1,1,3,3,"About to Sleep"
"1775","14741",6,12,"2011-11-28",1400.34,4,3,3,3,"About to Sleep"
"1776","14744",6,13,"2011-11-23",1099.98,4,3,2,2,"About to Sleep"
"1777","14745",4,26,"2011-08-19",1220.26,1,2,2,2,"Hibernating"
"1779","14748",4,15,"2011-11-10",1415.75,3,2,3,3,"Need Attention"
"1783","14755",11,12,"2011-11-30",5010.28,4,5,5,5,"Champions"
"1786","14758",4,31,"2011-07-18",1484.06,1,2,3,3,"About to Sleep"
"1787","14759",3,11,"2011-12-05",1625.97,5,1,3,3,"About to Sleep"
"1792","14765",3,15,"2011-11-10",254.11,3,1,1,1,"Promising Customers"
"1793","14766",6,12,"2011-12-01",2473.37,4,3,4,4,"About to Sleep"
"1795","14769",8,11,"2011-12-07",10674.75,5,4,5,5,"Champions"
"1798","14775",3,19,"2011-10-12",1011.9,2,1,2,2,"About to Sleep"
"1799","14776",7,18,"2011-10-19",2194.86,2,4,4,4,"Loyal Customers"
"1802","14779",3,50,"2011-03-04",386.15,1,1,1,1,"Lost Customers"
"1809","14790",4,13,"2011-11-23",745.06,4,2,1,1,"Promising Customers"
"1812","14794",7,11,"2011-12-07",1319.91,5,4,2,2,"About to Sleep"
"1814","14796",17,11,"2011-12-08",7839.51,5,5,5,5,"Champions"
"1815","14798",3,18,"2011-10-18",173.74,2,1,1,1,"About to Sleep"
"1817","14800",10,17,"2011-10-23",4316.61,2,5,5,5,"Loyal Customers"
"1819","14803",3,34,"2011-06-30",845.55,1,1,2,2,"Hibernating"
"1821","14805",4,13,"2011-11-24",554.65,4,2,1,1,"Promising Customers"
"1823","14808",6,16,"2011-10-31",2198.12,2,3,4,4,"About to Sleep"
"1824","14810",11,16,"2011-10-30",2087.88,2,5,3,3,"About to Sleep"
"1829","14818",3,21,"2011-09-27",657.8,1,1,1,1,"Lost Customers"
"1831","14820",4,13,"2011-11-18",507.29,4,2,1,1,"Promising Customers"
"1834","14824",4,12,"2011-11-29",1127.71,4,2,2,2,"Promising Customers"
"1835","14825",12,11,"2011-12-06",2226.91,5,5,4,4,"Champions"
"1836","14828",3,38,"2011-05-27",2139.76,1,1,3,3,"About to Sleep"
"1837","14829",4,15,"2011-11-10",652.55,3,2,1,1,"Promising Customers"
"1839","14834",6,13,"2011-11-22",1720.3,4,3,3,3,"About to Sleep"
"1840","14836",3,12,"2011-11-29",102.45,4,1,1,1,"Promising Customers"
"1841","14837",4,23,"2011-09-11",1649.5,1,2,3,3,"About to Sleep"
"1843","14841",6,18,"2011-10-17",3295.76,2,3,4,4,"About to Sleep"
"1844","14842",4,17,"2011-10-27",2824.69,2,2,4,4,"About to Sleep"
"1845","14844",4,19,"2011-10-07",3189.81,2,2,4,4,"About to Sleep"
"1847","14849",13,13,"2011-11-18",7930.54,4,5,5,5,"Champions"
"1850","14852",5,19,"2011-10-12",2836.69,2,3,4,4,"About to Sleep"
"1852","14854",7,22,"2011-09-22",2749.89,1,4,4,4,"About to Sleep"
"1856","14859",3,12,"2011-11-27",1353.74,4,1,2,2,"Promising Customers"
"1862","14866",11,12,"2011-11-29",14389.9,4,5,5,5,"Champions"
"1863","14867",3,37,"2011-06-07",710.28,1,1,1,1,"Lost Customers"
"1864","14868",7,11,"2011-12-06",2953.59,5,4,4,4,"Champions"
"1867","14871",4,11,"2011-12-06",522.38,5,2,1,1,"About to Sleep"
"1870","14878",9,12,"2011-11-27",1485.54,4,4,3,3,"About to Sleep"
"1871","14880",3,21,"2011-09-23",706.19,1,1,1,1,"Lost Customers"
"1874","14883",5,13,"2011-11-21",761.59,4,3,1,1,"About to Sleep"
"1884","14895",11,11,"2011-12-02",11138.71,5,5,5,5,"Champions"
"1886","14897",4,11,"2011-12-02",1366.38,5,2,2,2,"About to Sleep"
"1887","14898",6,14,"2011-11-16",1303.52,3,3,2,2,"Need Attention"
"1888","14901",9,12,"2011-11-28",1414.99,4,4,3,3,"About to Sleep"
"1890","14903",5,13,"2011-11-18",2810.63,4,3,4,4,"About to Sleep"
"1893","14907",6,11,"2011-12-06",3499.85,5,3,4,4,"About to Sleep"
"1895","14910",3,11,"2011-12-07",426.85,5,1,1,1,"Recent Customers"
"1896","14911",130,11,"2011-12-08",134563.17,5,5,5,5,"Champions"
"1898","14913",4,15,"2011-11-04",1227.43,3,2,2,2,"Need Attention"
"1900","14916",4,20,"2011-09-30",1268.98,2,2,2,2,"Need Attention"
"1908","14931",4,11,"2011-12-05",964.68,5,2,2,2,"About to Sleep"
"1912","14936",5,15,"2011-11-06",8137.02,3,3,5,5,"About to Sleep"
"1914","14944",7,15,"2011-11-10",5900.25,3,4,5,5,"Loyal Customers"
"1917","14948",6,14,"2011-11-16",1101.97,3,3,2,2,"Need Attention"
"1920","14952",8,19,"2011-10-11",8099.49,2,4,5,5,"Loyal Customers"
"1924","14958",3,31,"2011-07-15",499.68,1,1,1,1,"Lost Customers"
"1925","14959",4,20,"2011-10-06",695.42,2,2,1,1,"About to Sleep"
"1927","14961",8,12,"2011-11-29",7044.68,4,4,5,5,"Champions"
"1929","14963",5,12,"2011-11-30",1487.8,4,3,3,3,"About to Sleep"
"1935","14970",4,20,"2011-10-02",1592.06,2,2,3,3,"Need Attention"
"1938","14973",3,26,"2011-08-24",1314.45,1,1,2,2,"Hibernating"
"1941","14976",5,19,"2011-10-13",765.86,2,3,1,1,"About to Sleep"
"1942","14978",5,21,"2011-09-28",1931.42,1,3,3,3,"About to Sleep"
"1949","14997",3,17,"2011-10-24",546.2,2,1,1,1,"About to Sleep"
"1952","15002",4,27,"2011-08-16",1641.76,1,2,3,3,"About to Sleep"
"1954","15005",28,13,"2011-11-24",6180.49,4,5,5,5,"Champions"
"1957","15009",3,12,"2011-11-27",1261.78,4,1,2,2,"Promising Customers"
"1963","15018",3,16,"2011-11-01",496.21,2,1,1,1,"About to Sleep"
"1965","15021",8,12,"2011-12-01",1881.63,4,4,3,3,"About to Sleep"
"1966","15022",3,12,"2011-11-28",905.04,4,1,2,2,"Promising Customers"
"1967","15023",11,11,"2011-12-06",6763.16,5,5,5,5,"Champions"
"1968","15024",7,12,"2011-11-30",1661.33,4,4,3,3,"About to Sleep"
"1970","15026",3,22,"2011-09-20",469,1,1,1,1,"Lost Customers"
"1971","15027",4,15,"2011-11-09",1066.15,3,2,2,2,"Need Attention"
"1972","15028",3,12,"2011-12-01",627.13,4,1,1,1,"Promising Customers"
"1974","15031",4,11,"2011-12-05",668.14,5,2,1,1,"About to Sleep"
"1976","15033",10,11,"2011-12-05",2571.02,5,5,4,4,"Champions"
"1977","15034",7,13,"2011-11-24",4286.91,4,4,5,5,"Champions"
"1979","15036",3,21,"2011-09-28",465.55,1,1,1,1,"Lost Customers"
"1980","15038",6,19,"2011-10-12",705.49,2,3,1,1,"About to Sleep"
"1981","15039",42,12,"2011-11-30",19786.44,4,5,5,5,"Champions"
"1985","15044",15,13,"2011-11-20",7629.38,4,5,5,5,"Champions"
"1987","15046",15,12,"2011-11-30",5213.77,4,5,5,5,"Champions"
"1989","15048",4,20,"2011-10-05",380.57,2,2,1,1,"About to Sleep"
"1992","15051",3,14,"2011-11-16",1391.61,3,1,3,3,"Potential Customers"
"1994","15053",3,11,"2011-12-05",697.79,5,1,1,1,"Recent Customers"
"1997","15058",8,14,"2011-11-14",2124.99,3,4,3,3,"About to Sleep"
"1998","15059",7,16,"2011-10-30",1325.82,2,4,2,2,"About to Sleep"
"2000","15061",27,11,"2011-12-06",54469.26,5,5,5,5,"Champions"
"2001","15062",4,21,"2011-09-29",987.86,1,2,2,2,"Hibernating"
"2003","15065",4,16,"2011-11-02",3158.13,2,2,4,4,"About to Sleep"
"2014","15078",20,11,"2011-12-02",9743.11,5,5,5,5,"Champions"
"2015","15079",3,41,"2011-05-11",895.61,1,1,2,2,"Hibernating"
"2016","15081",5,14,"2011-11-17",504.8,3,3,1,1,"About to Sleep"
"2020","15089",6,12,"2011-11-29",2420.84,4,3,4,4,"About to Sleep"
"2024","15093",6,13,"2011-11-21",4597.02,4,3,5,5,"About to Sleep"
"2025","15095",3,25,"2011-08-28",1370.6,1,1,2,2,"Hibernating"
"2030","15100",3,58,"2011-01-10",876,1,1,2,2,"Hibernating"
"2034","15105",5,13,"2011-11-21",2298.93,4,3,4,4,"About to Sleep"
"2035","15106",5,13,"2011-11-22",1422.52,4,3,3,3,"About to Sleep"
"2036","15107",5,55,"2011-02-01",311,1,3,1,1,"About to Sleep"
"2037","15108",4,31,"2011-07-21",1300.25,1,2,2,2,"Hibernating"
"2039","15110",4,14,"2011-11-16",996.1,3,2,2,2,"Need Attention"
"2040","15111",3,15,"2011-11-10",1567.48,3,1,3,3,"Potential Customers"
"2042","15114",10,15,"2011-11-09",2760.56,3,5,4,4,"Loyal Customers"
"2044","15116",4,13,"2011-11-22",1352.75,4,2,2,2,"Promising Customers"
"2045","15117",4,12,"2011-11-25",1550.13,4,2,3,3,"Potential Customers"
"2050","15122",3,27,"2011-08-17",1633.78,1,1,3,3,"About to Sleep"
"2053","15125",10,14,"2011-11-14",11528.48,3,5,5,5,"Loyal Customers"
"2055","15128",4,19,"2011-10-10",1471,2,2,3,3,"Need Attention"
"2056","15129",10,18,"2011-10-20",3447.4,2,5,4,4,"Loyal Customers"
"2058","15132",5,13,"2011-11-21",977.93,4,3,2,2,"About to Sleep"
"2059","15133",3,29,"2011-08-04",982.42,1,1,2,2,"Hibernating"
"2060","15134",8,12,"2011-11-25",1387.99,4,4,3,3,"About to Sleep"
"2062","15136",3,11,"2011-12-07",1286.7,5,1,2,2,"About to Sleep"
"2064","15140",6,18,"2011-10-18",2354.25,2,3,4,4,"About to Sleep"
"2067","15144",13,12,"2011-12-01",6564.84,4,5,5,5,"Champions"
"2068","15145",4,11,"2011-12-05",1194.73,5,2,2,2,"About to Sleep"
"2073","15150",10,13,"2011-11-22",5314.47,4,5,5,5,"Champions"
"2074","15152",13,12,"2011-11-30",4732.74,4,5,5,5,"Champions"
"2077","15156",3,11,"2011-12-08",961.49,5,1,2,2,"About to Sleep"
"2078","15157",3,11,"2011-12-06",1936.07,5,1,3,3,"About to Sleep"
"2080","15159",19,11,"2011-12-08",18641.01,5,5,5,5,"Champions"
"2083","15164",3,20,"2011-10-02",843.05,2,1,1,1,"About to Sleep"
"2088","15172",5,12,"2011-12-01",1624.05,4,3,3,3,"About to Sleep"
"2092","15179",5,13,"2011-11-21",2206.95,4,3,4,4,"About to Sleep"
"2094","15181",3,20,"2011-10-04",689.48,2,1,1,1,"About to Sleep"
"2099","15187",14,11,"2011-12-08",4777.18,5,5,5,5,"Champions"
"2100","15189",37,11,"2011-12-08",16122.12,5,5,5,5,"Champions"
"2101","15192",3,27,"2011-08-12",1044.32,1,1,2,2,"Hibernating"
"2103","15194",15,11,"2011-12-06",7616.53,5,5,5,5,"Champions"
"2105","15197",3,12,"2011-11-29",1079.61,4,1,2,2,"Promising Customers"
"2107","15199",4,19,"2011-10-11",1268.7,2,2,2,2,"Need Attention"
"2108","15201",4,23,"2011-09-13",1236.54,1,2,2,2,"Hibernating"
"2109","15203",6,14,"2011-11-14",1827.8,3,3,3,3,"Need Attention"
"2112","15206",4,12,"2011-11-29",420.3,4,2,1,1,"Promising Customers"
"2113","15208",5,11,"2011-12-08",870.12,5,3,2,2,"About to Sleep"
"2118","15214",8,11,"2011-12-08",1661.44,5,4,3,3,"About to Sleep"
"2121","15218",9,12,"2011-11-29",5756.89,4,4,5,5,"Champions"
"2123","15220",6,18,"2011-10-19",1778.96,2,3,3,3,"Need Attention"
"2130","15227",4,16,"2011-11-03",1219.4,2,2,2,2,"Need Attention"
"2131","15228",4,20,"2011-10-04",3386.71,2,2,4,4,"About to Sleep"
"2135","15235",10,41,"2011-05-06",2247.51,1,5,4,4,"About to Sleep"
"2137","15237",4,11,"2011-12-08",1412.32,5,2,3,3,"About to Sleep"
"2138","15238",3,15,"2011-11-10",1071.99,3,1,2,2,"Promising Customers"
"2140","15240",5,17,"2011-10-26",1706.57,2,3,3,3,"Need Attention"
"2141","15241",8,20,"2011-10-04",1756.44,2,4,3,3,"About to Sleep"
"2144","15245",3,30,"2011-07-28",2515.84,1,1,4,4,"Very Valuable"
"2147","15249",12,15,"2011-11-08",6688.46,3,5,5,5,"Loyal Customers"
"2148","15251",10,12,"2011-11-30",10484.99,4,5,5,5,"Champions"
"2150","15253",3,13,"2011-11-23",918.2,4,1,2,2,"Promising Customers"
"2156","15260",6,25,"2011-08-31",1810.77,1,3,3,3,"About to Sleep"
"2163","15267",5,14,"2011-11-17",1717.36,3,3,3,3,"Need Attention"
"2165","15270",5,13,"2011-11-24",2338.09,4,3,4,4,"About to Sleep"
"2166","15271",15,11,"2011-12-02",2507.07,5,5,4,4,"Champions"
"2174","15281",9,19,"2011-10-12",2332.15,2,4,4,4,"Loyal Customers"
"2177","15288",5,17,"2011-10-27",2306.52,2,3,4,4,"About to Sleep"
"2178","15289",3,15,"2011-11-10",939.78,3,1,2,2,"Promising Customers"
"2179","15290",17,11,"2011-12-05",7898.22,5,5,5,5,"Champions"
"2180","15291",15,14,"2011-11-14",4652.85,3,5,5,5,"Loyal Customers"
"2182","15296",5,18,"2011-10-20",3658.96,2,3,4,4,"About to Sleep"
"2183","15297",3,12,"2011-11-29",641.94,4,1,1,1,"Promising Customers"
"2184","15298",10,11,"2011-12-07",3809.9,5,5,5,5,"Champions"
"2185","15299",4,20,"2011-10-03",4507.01,2,2,5,5,"About to Sleep"
"2187","15301",10,18,"2011-10-20",5070.35,2,5,5,5,"Loyal Customers"
"2189","15304",8,19,"2011-10-10",694.4,2,4,1,1,"About to Sleep"
"2190","15306",3,20,"2011-10-06",1174.35,2,1,2,2,"About to Sleep"
"2193","15311",90,10,"2011-12-09",59511.14,5,5,5,5,"Champions"
"2194","15312",4,21,"2011-09-25",921.1,1,2,2,2,"Hibernating"
"2207","15329",3,16,"2011-10-31",1049.7,2,1,2,2,"About to Sleep"
"2211","15334",3,33,"2011-07-06",351.67,1,1,1,1,"Lost Customers"
"2217","15344",3,10,"2011-12-09",563.94,5,1,1,1,"Recent Customers"
"2224","15351",7,12,"2011-11-27",1862.14,4,4,3,3,"About to Sleep"
"2227","15356",10,15,"2011-11-08",2766.5,3,5,4,4,"Loyal Customers"
"2228","15358",15,11,"2011-12-05",8347.2,5,5,5,5,"Champions"
"2233","15365",4,14,"2011-11-14",2314.32,3,2,4,4,"Potential Customers"
"2235","15367",3,19,"2011-10-13",1877.59,2,1,3,3,"About to Sleep"
"2238","15370",7,16,"2011-10-30",2386.05,2,4,4,4,"Loyal Customers"
"2240","15373",11,12,"2011-12-01",2415.91,4,5,4,4,"Champions"
"2242","15376",3,16,"2011-10-30",1233.36,2,1,2,2,"About to Sleep"
"2243","15379",7,35,"2011-06-23",3703.29,1,4,4,4,"About to Sleep"
"2244","15380",5,12,"2011-12-01",1682.36,4,3,3,3,"About to Sleep"
"2246","15382",5,12,"2011-11-25",5955.71,4,3,5,5,"About to Sleep"
"2252","15392",4,11,"2011-12-05",1535.53,5,2,3,3,"About to Sleep"
"2254","15394",4,12,"2011-11-30",2183.54,4,2,4,4,"Potential Customers"
"2259","15399",3,11,"2011-12-08",815.77,5,1,1,1,"Recent Customers"
"2260","15400",5,24,"2011-09-08",716.2,1,3,1,1,"About to Sleep"
"2264","15407",4,15,"2011-11-06",1056.44,3,2,2,2,"Need Attention"
"2266","15410",8,22,"2011-09-16",3450.84,1,4,4,4,"About to Sleep"
"2267","15411",4,14,"2011-11-13",1358.88,3,2,2,2,"Need Attention"
"2269","15414",3,12,"2011-11-30",774.9,4,1,1,1,"Promising Customers"
"2271","15416",4,20,"2011-10-06",3984.32,2,2,5,5,"About to Sleep"
"2274","15421",3,19,"2011-10-12",950.36,2,1,2,2,"About to Sleep"
"2278","15426",4,13,"2011-11-20",1434.85,4,2,3,3,"Potential Customers"
"2284","15434",4,12,"2011-12-01",1041.48,4,2,2,2,"Promising Customers"
"2286","15436",3,12,"2011-11-27",1122.53,4,1,2,2,"Promising Customers"
"2289","15440",3,18,"2011-10-16",383.68,2,1,1,1,"About to Sleep"
"2291","15443",7,11,"2011-12-08",3236.91,5,4,4,4,"Champions"
"2296","15449",3,14,"2011-11-13",974.52,3,1,2,2,"Promising Customers"
"2298","15452",3,15,"2011-11-10",538.73,3,1,1,1,"Promising Customers"
"2299","15453",7,11,"2011-12-08",1388.37,5,4,3,3,"About to Sleep"
"2305","15462",3,24,"2011-09-06",234.6,1,1,1,1,"Lost Customers"
"2308","15465",18,13,"2011-11-20",7033.47,4,5,5,5,"Champions"
"2310","15467",3,12,"2011-11-30",511.88,4,1,1,1,"Promising Customers"
"2315","15473",4,12,"2011-11-25",1465.2,4,2,3,3,"Potential Customers"
"2319","15482",8,13,"2011-11-24",8221.52,4,4,5,5,"Champions"
"2321","15484",4,11,"2011-12-08",3594.31,5,2,4,4,"About to Sleep"
"2322","15485",3,15,"2011-11-09",2575,3,1,4,4,"Potential Customers"
"2324","15489",3,14,"2011-11-17",1134.28,3,1,2,2,"Promising Customers"
"2325","15491",5,24,"2011-09-05",3100.09,1,3,4,4,"About to Sleep"
"2327","15493",4,15,"2011-11-07",1967.25,3,2,3,3,"Need Attention"
"2330","15498",17,11,"2011-12-07",13303.65,5,5,5,5,"Champions"
"2331","15500",4,12,"2011-12-01",1131.56,4,2,2,2,"Promising Customers"
"2332","15502",7,13,"2011-11-24",6731.28,4,4,5,5,"Champions"
"2335","15505",5,18,"2011-10-18",3610.96,2,3,4,4,"About to Sleep"
"2336","15506",3,14,"2011-11-17",979.26,3,1,2,2,"Promising Customers"
"2338","15508",4,37,"2011-06-03",1000.27,1,2,2,2,"Hibernating"
"2340","15511",5,12,"2011-11-28",909.23,4,3,2,2,"About to Sleep"
"2342","15513",15,15,"2011-11-06",14758.22,3,5,5,5,"Loyal Customers"
"2343","15514",8,12,"2011-11-27",2963.19,4,4,4,4,"Champions"
"2346","15518",7,20,"2011-10-06",1926.15,2,4,3,3,"About to Sleep"
"2348","15521",5,16,"2011-10-30",2790.4,2,3,4,4,"About to Sleep"
"2352","15525",3,11,"2011-12-07",811.02,5,1,1,1,"Recent Customers"
"2354","15527",8,13,"2011-11-21",2412.93,4,4,4,4,"Champions"
"2356","15529",11,14,"2011-11-17",3967.78,3,5,5,5,"Loyal Customers"
"2357","15530",4,13,"2011-11-18",1502.35,4,2,3,3,"Potential Customers"
"2359","15532",4,14,"2011-11-14",1517.08,3,2,3,3,"Need Attention"
"2360","15533",3,13,"2011-11-20",746.92,4,1,1,1,"Promising Customers"
"2361","15535",3,35,"2011-06-19",485.4,1,1,1,1,"Lost Customers"
"2367","15544",9,12,"2011-11-30",3546.71,4,4,4,4,"Champions"
"2369","15547",12,11,"2011-12-02",4954.84,5,5,5,5,"Champions"
"2370","15549",3,21,"2011-09-23",1693.26,1,1,3,3,"About to Sleep"
"2371","15550",4,11,"2011-12-05",575.63,5,2,1,1,"About to Sleep"
"2376","15555",16,12,"2011-11-27",4758.2,4,5,5,5,"Champions"
"2379","15561",3,12,"2011-11-28",800.59,4,1,1,1,"Promising Customers"
"2381","15563",3,14,"2011-11-17",1370.44,3,1,2,2,"Promising Customers"
"2384","15568",3,11,"2011-12-07",758.29,5,1,1,1,"Recent Customers"
"2385","15569",4,25,"2011-08-28",1375.71,1,2,2,2,"Hibernating"
"2386","15570",12,11,"2011-12-02",4109.97,5,5,5,5,"Champions"
"2387","15571",4,12,"2011-11-28",650.43,4,2,1,1,"Promising Customers"
"2388","15572",5,11,"2011-12-05",2552.86,5,3,4,4,"About to Sleep"
"2390","15574",3,36,"2011-06-15",702.25,1,1,1,1,"Lost Customers"
"2395","15581",11,28,"2011-08-11",3471.63,1,5,4,4,"About to Sleep"
"2396","15582",3,14,"2011-11-15",682.91,3,1,1,1,"Promising Customers"
"2397","15584",4,14,"2011-11-16",722.61,3,2,1,1,"Promising Customers"
"2399","15587",4,18,"2011-10-20",913.68,2,2,2,2,"Need Attention"
"2404","15594",5,13,"2011-11-24",1771.78,4,3,3,3,"About to Sleep"
"2405","15596",5,25,"2011-08-31",1406.59,1,3,3,3,"About to Sleep"
"2409","15601",14,12,"2011-11-28",6776.56,4,5,5,5,"Champions"
"2410","15602",7,12,"2011-12-01",1177.87,4,4,2,2,"About to Sleep"
"2413","15605",5,16,"2011-11-03",1198.23,2,3,2,2,"Need Attention"
"2414","15606",9,19,"2011-10-09",2920.16,2,4,4,4,"Loyal Customers"
"2416","15608",3,14,"2011-11-11",1093.68,3,1,2,2,"Promising Customers"
"2419","15611",12,12,"2011-11-30",1591.45,4,5,3,3,"About to Sleep"
"2421","15615",17,12,"2011-11-29",10392.24,4,5,5,5,"Champions"
"2422","15618",3,15,"2011-11-07",776.851,3,1,1,1,"Promising Customers"
"2424","15620",3,18,"2011-10-14",1553.18,2,1,3,3,"About to Sleep"
"2425","15621",3,11,"2011-12-05",1237.73,5,1,2,2,"About to Sleep"
"2426","15622",5,17,"2011-10-27",3709.56,2,3,4,4,"About to Sleep"
"2428","15624",4,27,"2011-08-15",588.13,1,2,1,1,"About to Sleep"
"2429","15625",4,25,"2011-08-28",1534.26,1,2,3,3,"About to Sleep"
"2431","15628",9,11,"2011-12-05",2870.24,5,4,4,4,"Champions"
